17	9	(BR1 BR2 BR3 BR4 BR5 BR6 BR7 PcD PaD)
Dmarmoratus	100000000
Danceps	000000001
Dminutus	000000100
Delegans_South	000000001
Delegans_Central	000000001
Delegans_North	000000001
Debraccatus_CostaRica	000000010
Debraccatus_Ecuador	000000010
Dbifurcus	000100010
Drossaleni	100000000
Dmapinguari	000000100
Dsarayacuensis	000111100
Dreticulatus	100100000
Dleucophyllatus_North	111000000
Dleucophyllatus_Central	100001100
Darndti	000001000
Dtriangulum	100100100

